FP2 - F4,F4 - C4,C4 - P4,P4 - O2,FP2 - F8,F8 - T4,T4 - T6,T6 - O2,FP1 - F3,F3 - C3,C3 - P3,P3 - O1,FP1 - F7,F7 - T3,T3 - T5,T5 - O1
319.0,-208.0,-611.0,499.0,-201.0,158.0,102.0,-58.0,248.0,-410.0,106.0,48.0,-413.0,621.0,-483.0,268.0
337.0,-179.0,-611.0,486.0,-174.0,183.0,42.0,-18.0,253.0,-355.0,68.0,36.0,-362.0,556.0,-467.0,274.0
362.0,-119.0,-602.0,468.0,-110.0,230.0,-64.0,54.0,348.0,-372.0,92.0,-30.0,-332.0,555.0,-405.0,219.0
367.0,-66.0,-589.0,456.0,-63.0,271.0,-148.0,108.0,464.0,-444.0,159.0,-104.0,-325.0,602.0,-326.0,124.0
358.0,-37.0,-591.0,462.0,-42.0,283.0,-168.0,118.0,562.0,-531.0,234.0,-155.0,-289.0,625.0,-265.0,40.0
353.0,-43.0,-608.0,483.0,-40.0,259.0,-119.0,85.0,603.0,-590.0,277.0,-153.0,-240.0,615.0,-270.0,33.0
355.0,-94.0,-617.0,502.0,-65.0,210.0,-27.0,27.0,538.0,-583.0,257.0,-90.0,-255.0,621.0,-365.0,122.0
345.0,-153.0,-613.0,503.0,-113.0,161.0,56.0,-21.0,378.0,-502.0,184.0,-9.0,-353.0,650.0,-494.0,249.0
305.0,-127.0,-611.0,476.0,-133.0,130.0,57.0,-11.0,204.0,-378.0,128.0,1.0,-440.0,634.0,-563.0,324.0
251.0,32.0,-617.0,420.0,-67.0,123.0,-61.0,92.0,94.0,-273.0,158.0,-105.0,-420.0,518.0,-543.0,319.0
223.0,258.0,-609.0,345.0,73.0,142.0,-259.0,260.0,63.0,-237.0,278.0,-279.0,-304.0,344.0,-494.0,279.0
233.0,445.0,-564.0,254.0,232.0,185.0,-481.0,431.0,80.0,-279.0,452.0,-454.0,-167.0,196.0,-473.0,243.0
280.0,523.0,-474.0,149.0,371.0,249.0,-704.0,561.0,116.0,-368.0,631.0,-590.0,-55.0,116.0,-484.0,211.0
365.0,459.0,-346.0,48.0,472.0,324.0,-891.0,622.0,154.0,-456.0,755.0,-650.0,21.0,105.0,-507.0,183.0
