FP2 - F4,F4 - C4,C4 - P4,P4 - O2,FP2 - F8,F8 - T4,T4 - T6,T6 - O2,FP1 - F3,F3 - C3,C3 - P3,P3 - O1,FP1 - F7,F7 - T3,T3 - T5,T5 - O1
-43.0,-29.0,-164.0,228.0,-204.0,29.0,24.0,143.0,-65.0,-285.0,181.0,-32.0,-169.0,-137.0,236.0,-132.0
16.0,-94.0,-129.0,177.0,-237.0,60.0,32.0,113.0,-58.0,-251.0,163.0,-77.0,-151.0,-111.0,207.0,-168.0
79.0,-170.0,-78.0,132.0,-241.0,77.0,57.0,70.0,-61.0,-161.0,80.0,-91.0,-140.0,-76.0,177.0,-195.0
93.0,-205.0,-34.0,112.0,-221.0,63.0,86.0,37.0,-69.0,-75.0,-11.0,-66.0,-139.0,-52.0,165.0,-195.0
59.0,-159.0,-49.0,129.0,-184.0,37.0,100.0,27.0,-75.0,-34.0,-64.0,-13.0,-143.0,-54.0,174.0,-162.0
9.0,-56.0,-120.0,172.0,-145.0,20.0,89.0,42.0,-73.0,-59.0,-55.0,38.0,-149.0,-82.0,195.0,-115.0
-37.0,32.0,-186.0,215.0,-130.0,17.0,62.0,75.0,-65.0,-140.0,20.0,51.0,-154.0,-114.0,216.0,-83.0
-67.0,51.0,-189.0,219.0,-142.0,18.0,36.0,104.0,-54.0,-240.0,134.0,20.0,-150.0,-128.0,219.0,-80.0
-63.0,12.0,-124.0,158.0,-136.0,9.0,18.0,91.0,-43.0,-302.0,236.0,-30.0,-121.0,-117.0,186.0,-86.0
-25.0,-29.0,-31.0,28.0,-70.0,-5.0,1.0,18.0,-36.0,-294.0,294.0,-72.0,-60.0,-85.0,115.0,-77.0
10.0,-26.0,54.0,-131.0,33.0,-15.0,-17.0,-95.0,-27.0,-235.0,318.0,-95.0,22.0,-42.0,21.0,-39.0
16.0,18.0,107.0,-263.0,127.0,-15.0,-29.0,-205.0,-12.0,-166.0,330.0,-96.0,107.0,2.0,-83.0,30.0
5.0,75.0,120.0,-329.0,194.0,-6.0,-42.0,-274.0,1.0,-109.0,337.0,-73.0,178.0,37.0,-183.0,123.0
5.0,112.0,92.0,-317.0,225.0,14.0,-63.0,-283.0,8.0,-72.0,342.0,-45.0,230.0,53.0,-260.0,210.0
